Name,PtolLon,PtolLat,HIP
30,177.16666666666666,-7.166666666666667,64407
31,178.16666666666666,-8.333333333333334,64924
32,185.0,-7.833333333333333,67494
1,198.0,0.6666666666666666,72622
2,197.0,2.5,72489
3,202.16666666666666,8.833333333333334,74785
4,197.66666666666666,8.5,73473
5,204.0,-1.6666666666666665,74392
6,201.33333333333334,1.25,73945
7,207.83333333333334,4.75,76333
8,213.0,3.5,77853
9,206.16666666666666,9.0,76219
10,213.66666666666666,6.666666666666667,78207
11,214.33333333333334,9.25,78727
12,213.5,0.5,77811
13,210.66666666666666,0.3333333333333333,76880
14,211.16666666666666,-1.5,76742
15,203.0,-7.5,73714
16,211.16666666666666,-8.5,76470
17,212.0,-9.666666666666666,76600
1,216.33333333333334,1.3333333333333333,78820
2,215.66666666666666,-1.6666666666666665,78401
3,215.66666666666666,-5.0,78265
4,216.0,-7.833333333333333,78104
5,217.0,1.6666666666666665,79374
6,216.33333333333334,0.5,78933
7,220.66666666666666,-3.75,80112
8,222.66666666666666,-4.0,80763
9,224.5,-5.5,81266
10,219.33333333333334,-6.5,79404
11,220.66666666666666,-6.666666666666667,79881
12,228.5,-11.0,82396
13,228.83333333333334,-15.0,82514
14,230.0,-18.0,82729
15,230.16666666666666,-18.666666666666668,82671
16,233.16666666666666,-19.5,84143
17,238.16666666666666,-18.833333333333332,86228
18,240.5,-16.666666666666668,87073
19,239.0,-15.166666666666666,86670
20,237.5,-13.333333333333334,85927
21,237.0,-13.5,85696
22,241.16666666666666,-13.25,87261
23,235.5,-6.166666666666667,85423
24,239.5,-4.166666666666667,87072
1,244.5,-6.5,88635
2,247.66666666666666,-6.5,89931
3,248.0,-10.833333333333334,90185
4,249.0,-1.5,90496
5,246.66666666666666,2.8333333333333335,89341
6,255.33333333333334,-3.1666666666666665,92855
7,253.0,-3.5,92041
8,255.16666666666666,0.75,92761
9,255.66666666666666,2.1666666666666665,93085
10,257.6666666666667,1.5,93683
11,259.1666666666667,2.0,94141
12,261.3333333333333,2.8333333333333335,94820
13,262.3333333333333,4.5,95168
14,262.8333333333333,6.5,95176
15,265.6666666666667,5.5,96808
16,269.5,5.833333333333333,97063
17,267.6666666666667,2.0,97290
18,262.6666666666667,-1.8333333333333335,95477
19,264.8333333333333,-2.8333333333333335,96465
20,260.0,-2.5,94643
21,257.6666666666667,-4.5,93864
22,256.3333333333333,-6.75,93506
23,257.6666666666667,-23.0,95241
24,257.0,-18.0,95347
25,246.66666666666666,-13.0,89642
26,267.3333333333333,-13.5,98412
27,266.8333333333333,-20.166666666666668,98032
28,267.6666666666667,-4.833333333333333,98066
29,268.8333333333333,-4.833333333333333,98353
30,268.8333333333333,-5.833333333333333,98162
31,269.6666666666667,-6.5,98688
1,277.3333333333333,7.333333333333333,100064
2,277.6666666666667,6.666666666666667,100310
3,277.3333333333333,5.0,100345
4,275.0,8.0,99572
5,279.0,0.75,101123
6,278.6666666666667,1.75,100881
7,278.8333333333333,1.5,101027
8,276.1666666666667,0.6666666666666666,100195
9,281.6666666666667,3.8333333333333335,101923
10,281.8333333333333,0.8333333333333334,101984
11,281.6666666666667,-8.666666666666666,102978
12,280.8333333333333,-6.5,102485
13,286.6666666666667,-7.666666666666667,104234
14,290.1666666666667,-6.833333333333333,105881
15,290.3333333333333,-6.0,106039
16,288.5,-4.25,104963
17,286.6666666666667,-4.0,104365
18,286.6666666666667,-2.8333333333333335,104019
19,286.6666666666667,0.0,104139
20,291.0,-0.8333333333333334,105515
21,293.3333333333333,-4.75,106723
22,295.0,-4.5,107188
23,294.8333333333333,-2.1666666666666665,106985
24,296.3333333333333,-2.0,107556
25,296.8333333333333,0.3333333333333333,107095
26,298.6666666666667,0.0,108036
27,297.6666666666667,2.8333333333333335,107517
28,298.6666666666667,4.333333333333333,107382
1,300.3333333333333,15.75,106944
2,306.3333333333333,11.0,109074
3,305.1666666666667,9.666666666666666,108874
4,296.5,8.833333333333334,106278
5,297.3333333333333,6.25,106786
6,287.6666666666667,5.5,104459
7,286.1666666666667,8.0,103045
8,284.6666666666667,8.666666666666666,102618
9,309.5,8.75,110395
10,311.6666666666667,10.75,110672
11,312.0,9.0,110960
12,313.3333333333333,8.5,111497
13,306.1666666666667,3.0,110003
14,307.0,3.1666666666666665,110273
15,308.6666666666667,-0.8333333333333334,111123
16,301.6666666666667,-1.6666666666666665,109139
17,303.1666666666667,0.25,109472
18,311.6666666666667,-7.5,113136
19,311.3333333333333,-5.0,112716
20,304.6666666666667,-5.666666666666667,110778
21,308.3333333333333,-10.0,112529
22,307.8333333333333,-9.0,112211
23,315.0,2.0,111710
24,314.8333333333333,0.16666666666666666,112961
25,317.6666666666667,-1.1666666666666667,113996
26,320.0,-0.5,114724
27,320.5,-1.6666666666666665,114939
28,319.0,-3.5,114855
29,319.8333333333333,-4.166666666666667,115033
30,320.8333333333333,-8.25,116591
31,322.6666666666667,-11.0,116758
32,323.1666666666667,-10.833333333333334,116971
33,321.6666666666667,-14.0,116901
34,322.1666666666667,-14.75,117089
35,323.1666666666667,-15.666666666666666,117629
36,317.0,-14.166666666666666,115438
37,318.3333333333333,-15.75,116247
38,317.5,-15.0,115669
39,311.8333333333333,-14.75,114119
40,312.3333333333333,-15.333333333333334,114375
41,313.1666666666667,-14.0,114341
42,307.0,-20.333333333333332,113368
43,326.6666666666667,-15.5,301
44,329.6666666666667,-14.666666666666666,910
45,329.0,-18.25,1170
1,321.6666666666667,9.25,113889
2,324.1666666666667,7.5,114971
3,326.0,9.333333333333334,115227
4,328.1666666666667,9.5,115830
5,330.6666666666667,7.5,116771
6,326.0,4.5,115738
7,329.6666666666667,3.5,116928
8,336.0,6.333333333333333,118268
9,341.0,5.75,1645
10,343.0,3.75,2548
11,347.1666666666667,2.25,3786
12,350.5,1.1666666666666667,4906
13,353.0,-0.16666666666666666,5737
14,352.3333333333333,-2.0,5346
15,353.0,-5.0,6061
16,356.5,-2.3333333333333335,7007
17,358.6666666666667,-4.666666666666667,7884
18,0.6666666666666666,-7.75,8833
19,2.5,-8.5,9487
20,0.5,-1.6666666666666665,8198
21,0.16666666666666666,1.8333333333333335,7535
22,0.6666666666666666,5.333333333333333,7097
23,0.5,9.0,6706
24,2.0,21.75,5544
25,1.6666666666666665,21.666666666666668,5586
26,358.6666666666667,20.0,4510
27,357.6666666666667,19.833333333333332,4366
28,357.0,20.333333333333332,3885
29,355.6666666666667,14.333333333333334,5131
30,356.3333333333333,13.25,5310
31,357.6666666666667,12.0,5571
32,2.1666666666666665,17.0,6193
33,359.8333333333333,15.333333333333334,5742
34,0.0,11.75,6492
35,331.1666666666667,-2.6666666666666665,118209
36,332.25,-2.5,145
37,330.6666666666667,-5.5,154
38,332.3333333333333,-5.5,443
1,17.666666666666668,-7.75,13954
2,17.666666666666668,-12.333333333333334,14135
3,12.666666666666666,-11.5,12706
4,10.5,-14.0,12387
5,10.166666666666666,-8.166666666666666,12093
6,12.666666666666666,-6.333333333333333,11484
7,7.666666666666667,-4.166666666666667,10324
8,3.0,-24.5,11345
9,3.3333333333333335,-28.0,11783
10,6.666666666666667,-25.166666666666668,12390
11,7.0,-27.5,12770
12,352.0,-25.333333333333332,8102
13,353.0,-30.833333333333332,9347
14,355.0,-20.0,8645
15,349.6666666666667,-15.666666666666666,6537
16,345.0,-15.666666666666666,5364
17,341.0,-13.666666666666666,3909
18,340.6666666666667,-14.666666666666666,4371
19,339.3333333333333,-13.0,3455
20,339.0,-14.0,3849
21,334.3333333333333,-9.666666666666666,1562
22,335.6666666666667,-20.333333333333332,3419
1,57.0,-13.5,26207
2,62.0,-17.0,27989
3,54.0,-17.5,25336
4,55.0,-18.0,25813
5,64.33333333333333,-14.5,28614
6,66.33333333333333,-11.833333333333334,29800
7,66.5,-10.0,29426
8,66.0,-9.75,29038
9,67.33333333333333,-8.25,29704
10,66.66666666666667,-8.25,29434
11,61.666666666666664,-3.75,27913
12,64.66666666666667,-4.25,28716
13,57.833333333333336,-19.666666666666668,26594
14,56.333333333333336,-20.0,26126
15,55.333333333333336,-20.166666666666668,25861
16,54.166666666666664,-20.666666666666668,25473
17,50.5,-8.0,24010
18,49.333333333333336,-8.166666666666666,23607
19,48.0,-10.25,22957
20,46.333333333333336,-12.833333333333334,22845
21,45.166666666666664,-14.25,22509
22,44.833333333333336,-15.833333333333334,22449
23,44.833333333333336,-17.166666666666668,22549
24,45.333333333333336,-20.333333333333332,22797
25,46.333333333333336,-21.5,23123
26,55.333333333333336,-24.166666666666668,25930
27,57.333333333333336,-24.833333333333332,26311
28,58.166666666666664,-25.666666666666668,26727
29,53.833333333333336,-25.833333333333332,25281
30,56.5,-28.333333333333332,26237
31,56.666666666666664,-29.166666666666668,26220
32,57.0,-29.833333333333332,26241
33,57.666666666666664,-30.666666666666668,26563
34,56.5,-30.833333333333332,25923
35,49.833333333333336,-31.5,24436
36,51.0,-30.25,24674
37,53.333333333333336,-31.166666666666668,25247
38,60.166666666666664,-33.5,27366
1,48.333333333333336,-31.833333333333332,23972
2,48.5,-28.25,23875
3,48.0,-29.833333333333332,23364
4,44.666666666666664,-28.25,22701
5,43.166666666666664,-25.833333333333332,22109
6,40.166666666666664,-25.333333333333332,21444
7,36.333333333333336,-26.0,20507
8,35.5,-27.0,19849
9,32.833333333333336,-27.833333333333332,19587
10,27.0,-32.833333333333336,18543
11,24.333333333333332,-31.0,17593
12,24.166666666666668,-28.833333333333332,17378
13,22.0,-28.0,16537
14,17.166666666666668,-25.5,15197
15,14.5,-23.833333333333332,14293
16,12.166666666666666,-23.333333333333332,14168
17,10.5,-23.25,13701
18,5.166666666666667,-32.166666666666664,12843
19,5.833333333333333,-34.833333333333336,13288
20,8.833333333333334,-38.5,14146
21,13.833333333333334,-38.166666666666664,15474
22,17.5,-39.0,16611
23,21.333333333333332,-41.333333333333336,17651
24,21.5,-42.5,17717
25,22.166666666666668,-43.25,18216
26,24.666666666666668,-43.333333333333336,18673
27,34.166666666666664,-50.333333333333336,21248
28,35.0,-51.75,21393
29,28.166666666666668,-53.833333333333336,20535
30,25.833333333333332,-53.166666666666664,20042
31,17.833333333333332,-53.0,17874
32,14.833333333333334,-53.5,17797
33,11.833333333333334,-52.5,17351
34,0.16666666666666666,-53.5,13847
1,49.666666666666664,-35.0,24244
2,49.833333333333336,-36.5,24327
3,51.333333333333336,-35.666666666666664,24873
4,51.333333333333336,-36.666666666666664,24845
5,49.166666666666664,-39.25,24305
6,46.166666666666664,-45.25,23685
7,55.833333333333336,-41.5,25985
8,54.833333333333336,-44.333333333333336,25606
9,61.0,-44.166666666666664,27654
10,59.0,-45.833333333333336,27072
11,60.0,-38.333333333333336,27288
12,62.666666666666664,-38.166666666666664,28103
1,77.66666666666667,-39.166666666666664,32349
2,79.66666666666667,-35.0,33160
3,81.33333333333333,-36.5,33345
4,83.33333333333333,-37.75,34045
5,85.33333333333333,-40.0,33347
6,80.5,-42.666666666666664,33302
7,76.16666666666667,-41.25,31700
8,76.0,-42.5,31592
9,71.0,-41.333333333333336,30324
10,74.66666666666667,-46.5,31125
11,76.16666666666667,-45.833333333333336,31416
12,84.66666666666667,-46.166666666666664,33977
13,81.66666666666667,-47.0,33152
14,86.66666666666667,-48.75,34444
15,83.66666666666667,-51.5,33579
16,83.0,-55.166666666666664,32759
17,69.66666666666667,-53.75,30122
18,92.16666666666667,-50.666666666666664,35904
19,79.5,-25.25,34769
20,70.0,-61.5,29034
21,71.33333333333333,-58.75,29807
22,73.0,-57.0,30277
23,74.16666666666667,-56.0,30788
24,58.0,-55.5,27204
25,60.333333333333336,-57.666666666666664,27810
26,62.333333333333336,-59.833333333333336,28199
27,59.0,-59.666666666666664,27628
28,56.0,-57.666666666666664,26634
29,52.166666666666664,-59.5,25859
1,85.0,-14.0,36188
2,89.16666666666667,-16.166666666666668,37279
1,100.33333333333333,-42.5,38835
2,104.33333333333333,-43.333333333333336,39757
3,98.83333333333333,-45.0,38170
4,98.66666666666667,-46.0,38070
5,95.33333333333333,-45.5,37173
6,96.33333333333333,-47.25,37229
7,95.33333333333333,-49.5,36917
8,99.33333333333333,-49.5,37677
9,98.5,-49.25,37648
10,104.0,-49.833333333333336,38901
11,94.0,-53.0,36514
12,94.0,-58.666666666666664,35264
13,100.16666666666667,-55.5,37096
14,102.16666666666667,-58.666666666666664,37297
15,103.66666666666667,-57.25,37819
16,106.5,-57.833333333333336,38455
17,111.16666666666667,-58.666666666666664,39429
18,108.16666666666667,-60.0,38414
19,111.0,-59.333333333333336,40096
20,113.16666666666667,-56.666666666666664,40091
21,114.33333333333333,-57.666666666666664,40326
22,125.66666666666667,-51.5,44191
23,126.16666666666667,-55.666666666666664,42884
24,124.0,-57.166666666666664,42312
25,129.16666666666666,-60.0,43023
26,129.0,-61.25,42570
27,120.16666666666667,-51.833333333333336,42515
28,119.33333333333333,-49.0,42828
29,118.0,-43.333333333333336,43409
30,119.0,-43.5,43825
31,134.16666666666666,-54.5,44816
32,137.5,-51.25,46651
33,101.16666666666667,-63.0,36377
34,109.0,-64.5,38164
35,120.0,-63.833333333333336,39953
36,128.5,-69.66666666666667,38827
37,135.16666666666666,-65.66666666666667,42536
38,141.33333333333334,-65.83333333333333,42726
39,146.0,-67.33333333333333,42913
40,151.0,-62.833333333333336,45941
41,158.0,-62.25,46701
42,64.0,-65.83333333333333,28328
43,80.16666666666667,-65.66666666666667,31685
44,77.16666666666667,-75.0,30438
45,89.0,-71.75,32768
1,104.0,-15.0,42402
2,103.33333333333333,-13.166666666666666,42313
3,105.33333333333333,-11.5,43109
4,105.5,-14.25,42799
5,107.5,-12.25,43813
6,110.33333333333333,-11.833333333333334,44659
7,113.33333333333333,-13.666666666666666,45336
8,118.83333333333333,-15.333333333333334,46776
9,120.66666666666667,-14.833333333333334,47431
10,118.5,-17.166666666666668,46509
11,119.16666666666667,-19.75,46404
12,120.0,-20.5,46390
13,126.0,-26.5,47452
14,128.66666666666666,-26.0,48356
15,131.16666666666666,-23.25,49402
16,138.0,-24.666666666666668,51069
17,140.0,-23.25,52085
18,143.0,-22.166666666666668,52943
19,151.5,-25.75,54682
20,152.33333333333334,-30.166666666666668,54204
21,162.16666666666666,-31.333333333333332,56343
22,164.5,-33.166666666666664,56922
23,166.16666666666666,-31.333333333333332,57936
24,180.0,-13.666666666666666,64962
25,193.5,-17.666666666666668,68895
26,102.5,-23.25,41307
27,131.0,-16.333333333333332,49841
1,146.33333333333334,-23.0,53740
2,152.5,-19.5,55705
3,150.0,-18.0,55282
4,157.0,-18.5,57283
5,149.33333333333334,-13.666666666666666,55687
6,159.16666666666666,-16.166666666666668,58188
7,151.66666666666666,-11.5,56633
1,165.33333333333334,-21.666666666666668,59199
2,164.33333333333334,-19.666666666666668,59316
3,166.66666666666666,-18.166666666666668,60189
4,163.5,-14.833333333333334,59803
5,166.66666666666666,-12.5,60965
6,167.0,-11.75,61174
7,170.5,-18.166666666666668,61359
1,190.5,-21.666666666666668,67457
2,190.0,-18.833333333333332,67786
3,189.16666666666666,-20.5,67153
4,190.0,-20.0,67669
5,186.16666666666666,-25.666666666666668,65109
6,195.66666666666666,-22.5,68933
7,189.16666666666666,-27.5,65936
8,198.16666666666666,-22.333333333333332,70090
9,199.16666666666666,-23.75,70300
10,202.0,-18.25,72010
11,202.5,-20.833333333333332,71865
12,193.33333333333334,-28.333333333333332,67464
13,194.0,-29.333333333333332,67472
14,195.16666666666666,-28.0,68245
15,196.33333333333334,-26.5,68862
16,202.83333333333334,-25.25,71352
17,207.5,-24.25,73334
18,198.0,-33.5,68002
19,197.66666666666666,-31.0,68523
20,196.83333333333334,-30.333333333333332,68282
22,189.0,-37.666666666666664,63945
23,185.83333333333334,-40.0,61932
24,185.0,-40.333333333333336,61622
25,182.66666666666666,-41.0,60823
26,182.66666666666666,-46.166666666666664,59196
27,183.5,-46.75,59449
28,198.33333333333334,-40.75,67234
29,196.33333333333334,-43.0,66657
30,197.66666666666666,-43.75,66821
31,190.0,-51.166666666666664,61084
32,195.33333333333334,-51.666666666666664,62434
33,186.33333333333334,-55.166666666666664,59747
34,191.16666666666666,-55.333333333333336,60718
35,218.33333333333334,-41.166666666666664,71681
36,204.16666666666666,-45.333333333333336,68702
37,194.66666666666666,-49.166666666666664,63003
1,208.0,-24.833333333333332,73273
2,205.83333333333334,-29.166666666666668,71860
3,211.0,-21.25,75141
4,214.16666666666666,-21.0,76297
5,213.0,-25.166666666666668,75264
6,210.16666666666666,-27.0,74117
7,210.5,-29.0,73807
8,214.66666666666666,-28.5,74911
9,213.66666666666666,-30.166666666666668,74376
10,215.66666666666666,-33.166666666666664,74395
11,202.0,-31.333333333333332,69996
12,201.83333333333334,-30.5,70104
13,203.0,-29.333333333333332,70576
14,218.83333333333334,-17.0,78384
15,219.33333333333334,-15.333333333333334,78918
16,215.66666666666666,-13.333333333333334,77634
17,216.66666666666666,-11.833333333333334,78106
18,207.16666666666666,-11.833333333333334,74604
19,206.5,-10.0,74857
1,237.66666666666666,-22.666666666666668,86092
2,243.0,-25.75,88714
3,236.33333333333334,-26.5,85792
4,230.66666666666666,-30.333333333333332,83153
5,235.16666666666666,-34.166666666666664,85267
6,235.0,-33.333333333333336,85258
7,230.83333333333334,-34.25,83081
1,249.16666666666666,-21.5,90422
2,251.66666666666666,-21.0,92308
3,253.16666666666666,-23.0,92630
4,254.83333333333334,-20.0,93542
5,256.1666666666667,-18.5,94005
6,257.0,-17.166666666666668,94160
7,256.8333333333333,-16.0,94114
8,256.5,-15.166666666666666,93825
9,255.16666666666666,-15.333333333333334,93174
10,254.66666666666666,-14.833333333333334,92989
11,251.83333333333334,-14.666666666666666,91875
12,249.66666666666666,-15.833333333333334,90887
13,249.16666666666666,-18.5,90982
1,307.0,-20.333333333333332,113368
2,300.6666666666667,-20.333333333333332,111188
3,304.1666666666667,-22.25,112948
4,305.3333333333333,-22.5,113246
5,304.3333333333333,-16.25,111954
6,295.1666666666667,-19.5,109285
7,301.1666666666667,-15.166666666666666,111045
8,298.8333333333333,-14.666666666666666,109789
9,295.1666666666667,-15.0,108661
10,291.8333333333333,-16.5,107608
11,291.0,-18.166666666666668,107380
12,290.1666666666667,-22.25,108085
13,278.0,-22.333333333333332,103127
14,281.1666666666667,-22.166666666666668,104738
15,284.0,-21.166666666666668,105854
16,282.0,-20.833333333333332,103882
17,283.8333333333333,-17.0,105140
18,283.8333333333333,-14.833333333333334,103738
